Final table with combined global absolute abundance estimations from both datasets including functional annotations using cluster of orthologues groups (COG) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Protein Mass (fg) / Cell,,,,,,,,,,,,,,,,,,,,,
Q46919,Uncharacterized protein yqcC OS=Escherichia coli (strain K12) GN=yqcC PE=1 SV=1,yqcC,2,89.12,12760.34477,2,2.91E-03,7.46E-03,5.45E-03,1.65E-03,1.86E-03,1.45E-03,1.86E-03,1.65E-03,1.20E-03,1.06E-03,6.51E-04,5.87E-04,4.55E-05,1.20E-05,1.96E-03,1.47E-03,2.38E-03,2.41E-03,2.10E-03,1.22E-03,2.43E-03,2.06E-03
P0AA63,Inner membrane protein YqjA OS=Escherichia coli (strain K12) GN=yqjA PE=1 SV=1,yqjA,2,132.97,24551.31261,2,1.52E-03,6.90E-04,4.85E-04,7.35E-04,1.01E-03,4.15E-04,2.17E-03,2.62E-03,1.01E-03,9.17E-04,5.79E-04,7.02E-04,1.78E-04,2.30E-04,4.97E-04,1.03E-03,3.32E-04,1.53E-03,2.41E-03,8.73E-04,1.62E-03,3.23E-03
P64585,Inner membrane protein yqjE OS=Escherichia coli (strain K12) GN=yqjE PE=1 SV=1,yqjE,2,88.97,15119.20843,2,3.04E-04,6.31E-04,3.52E-04,3.72E-04,5.12E-04,4.18E-04,5.00E-04,2.63E-04,3.79E-04,3.83E-04,6.68E-04,4.16E-04,6.02E-05,4.06E-06,3.08E-04,5.13E-04,2.02E-04,9.45E-05,4.87E-04,2.07E-04,1.05E-04,2.66E-04
P0AE48,Gamma-glutamylcyclotransferase family protein ytfP OS=Escherichia coli (strain K12) GN=ytfP PE=1 SV=1,ytfP,2,128.08,12840.36745,2,2.30E-02,2.60E-02,1.96E-02,1.08E-02,1.64E-02,1.86E-02,2.48E-02,1.10E-02,1.35E-02,8.86E-03,1.07E-02,6.52E-03,1.01E-02,1.34E-02,1.43E-02,2.20E-02,2.90E-02,1.83E-02,1.33E-02,1.41E-02,1.91E-02,2.79E-02
P0ADC8,Uncharacterized protein yjiX OS=Escherichia coli (strain K12) GN=yjiX PE=4 SV=1,yjiX,2,76.31,7705.59192,1,3.11E-04,2.27E-03,NA,2.11E-05,9.98E-05,4.84E-04,1.56E-05,1.02E-03,9.36E-06,1.82E-03,2.32E-05,1.87E-05,1.34E-04,9.35E-05,5.98E-05,2.50E-05,4.18E-05,NA,NA,1.42E-05,1.18E-05,NA
P0ADU7,Uncharacterized protein yqiB OS=Escherichia coli (strain K12) GN=yqiB PE=4 SV=1,yqiB,2,134.17,16519.22641,1,3.92E-04,1.04E-03,NA,5.87E-05,4.51E-04,2.00E-04,3.88E-04,1.22E-04,1.50E-04,5.60E-05,1.29E-04,2.68E-05,5.70E-05,1.22E-04,3.22E-04,8.30E-04,6.50E-04,NA,NA,3.99E-05,1.32E-04,NA
P64534,Uncharacterized protein yohN OS=Escherichia coli (strain K12) GN=yohN PE=4 SV=1,rcnB,2,177.09,12440.24192,2,9.18E-03,1.82E-02,1.25E-02,7.55E-03,8.58E-03,1.01E-02,9.03E-03,9.58E-03,8.74E-03,7.20E-03,7.30E-03,5.89E-03,1.09E-02,8.52E-03,1.25E-02,1.38E-02,1.62E-02,9.11E-03,7.62E-03,8.08E-03,8.11E-03,9.71E-03
P0AAT6,Uncharacterized protein ybeB OS=Escherichia coli (strain K12) GN=ybeB PE=1 SV=1,rsfS,2,134.46,11556.82767,2,1.32E-03,3.55E-03,1.87E-03,2.83E-04,4.28E-04,4.02E-04,4.53E-04,3.00E-04,4.28E-04,2.88E-04,1.62E-04,9.06E-05,8.51E-05,1.17E-04,6.92E-04,3.40E-04,3.88E-04,5.75E-04,3.40E-04,1.99E-04,3.39E-04,5.41E-04
P28634,UPF0066 protein yaeB OS=Escherichia coli (strain K12) GN=yaeB PE=1 SV=2,tsaA,2,68.97,26327.69853,2,2.84E-03,4.28E-03,2.98E-03,2.29E-03,2.71E-03,2.35E-03,2.70E-03,2.42E-03,2.55E-03,2.21E-03,1.79E-03,1.45E-03,2.14E-03,2.82E-03,4.37E-03,4.58E-03,3.98E-03,4.76E-03,2.41E-03,2.77E-03,3.51E-03,3.73E-03
P0A6A0,Probable ubiquinone biosynthesis protein UbiB OS=Escherichia coli (strain K12) GN=ubiB PE=1 SV=1,ubiB,2,87.28,63144.4162,2,3.31E-04,9.76E-04,2.72E-04,2.67E-04,2.47E-04,1.95E-04,2.35E-04,2.35E-04,7.20E-04,5.09E-04,6.96E-04,6.12E-04,2.77E-05,1.38E-05,5.40E-05,4.81E-05,3.36E-05,3.54E-05,3.98E-05,3.44E-05,9.19E-05,1.77E-04
P13001,Carboxylesterase BioH OS=Escherichia coli (strain K12) GN=bioH PE=1 SV=1,bioH,2,101.22,28468.85214,2,3.22E-03,3.20E-03,3.34E-03,2.86E-03,9.40E-04,1.00E-03,1.25E-03,1.68E-03,1.28E-03,1.13E-03,7.49E-04,6.58E-04,1.17E-03,6.27E-04,1.26E-03,5.98E-04,2.18E-03,1.29E-03,8.61E-04,8.80E-04,1.09E-03,1.41E-03
P0AE63,Cation transport regulator ChaB OS=Escherichia coli (strain K12) GN=chaB PE=1 SV=1,chaB,2,51.57,8921.34967,2,1.16E-03,3.24E-04,5.71E-04,9.11E-04,1.52E-03,8.36E-04,1.07E-03,6.75E-04,1.06E-03,8.04E-04,7.91E-04,9.74E-04,3.26E-04,4.91E-04,9.94E-04,3.07E-04,3.11E-03,4.74E-04,1.17E-03,2.03E-03,8.02E-04,9.64E-04
P39405,Ferric iron reductase protein fhuF OS=Escherichia coli (strain K12) GN=fhuF PE=1 SV=1,fhuF,2,85.56,30075.33488,2,2.65E-05,5.40E-05,3.60E-05,3.21E-05,1.12E-04,1.35E-04,3.12E-04,8.99E-05,1.50E-04,2.09E-05,3.56E-05,4.87E-05,1.64E-04,4.95E-05,3.84E-03,1.23E-03,2.63E-03,2.20E-03,4.48E-04,4.21E-04,7.25E-04,6.63E-04
P31828,Probable zinc protease pqqL OS=Escherichia coli (strain K12) GN=pqqL PE=3 SV=2,pqqL,2,106.67,104573.7103,2,1.42E-03,1.42E-03,1.57E-03,2.71E-04,1.02E-03,1.05E-03,8.79E-04,8.85E-04,1.29E-03,9.54E-04,5.76E-04,3.00E-04,4.55E-04,4.13E-04,1.46E-03,7.65E-04,7.63E-04,1.11E-03,9.08E-04,4.87E-04,9.36E-04,8.19E-04
P0A944,Ribosomal-protein-alanine acetyltransferase OS=Escherichia coli (strain K12) GN=rimI PE=3 SV=1,rimI,2,150.95,16581.3683,2,1.23E-03,1.51E-03,1.72E-03,1.45E-03,1.67E-03,2.12E-03,2.02E-03,1.62E-03,1.28E-03,1.29E-03,7.49E-04,7.03E-04,3.83E-04,3.99E-04,2.48E-03,1.35E-03,1.57E-03,2.87E-03,2.57E-03,1.69E-03,1.96E-03,2.51E-03
P0A840,Multifunctional protein surE OS=Escherichia coli (strain K12) GN=surE PE=1 SV=1,surE,2,99.49,26865.59578,2,7.17E-03,9.58E-03,8.27E-03,5.95E-03,8.03E-03,6.10E-03,6.60E-03,8.29E-03,4.97E-03,5.65E-03,5.62E-03,5.02E-03,2.36E-03,3.02E-03,4.85E-03,5.28E-03,3.40E-03,6.85E-03,6.86E-03,5.27E-03,6.73E-03,4.99E-03
P75809,Phosphatase YbjI OS=Escherichia coli (strain K12) GN=ybjI PE=1 SV=3,ybjI,2,75.91,30159.07836,2,1.35E-03,1.61E-03,1.46E-03,1.45E-03,1.18E-03,8.05E-04,1.98E-03,1.62E-03,1.34E-03,1.31E-03,1.22E-03,5.45E-04,1.99E-04,1.70E-04,2.90E-03,1.69E-03,1.20E-03,2.33E-03,1.16E-03,1.29E-03,1.12E-03,2.54E-03
P28306,UPF0755 protein yceG OS=Escherichia coli (strain K12) GN=yceG PE=1 SV=2,yceG,2,51.99,38205.32134,2,8.11E-04,9.35E-04,6.11E-04,4.33E-04,3.88E-04,6.78E-04,7.36E-04,5.09E-04,7.64E-04,4.20E-04,5.84E-04,5.13E-04,7.10E-04,4.40E-04,4.99E-04,8.30E-04,6.22E-04,6.45E-04,6.73E-04,4.54E-04,3.66E-04,8.46E-04
P76046,Uncharacterized protein ycjX OS=Escherichia coli (strain K12) GN=ycjX PE=1 SV=1,ycjX,2,129.46,52558.10385,2,2.68E-03,4.92E-03,2.31E-03,1.41E-03,2.46E-03,1.70E-03,2.97E-03,1.91E-03,2.00E-03,1.40E-03,1.15E-03,1.51E-03,7.83E-04,1.17E-03,4.38E-04,4.65E-03,2.11E-03,1.62E-03,1.65E-03,7.83E-04,1.65E-03,1.29E-03
P76491,5'-nucleotidase yfbR OS=Escherichia coli (strain K12) GN=yfbR PE=1 SV=1,yfbR,2,107.45,22675.59007,2,2.21E-03,2.37E-03,2.57E-03,1.15E-03,1.55E-03,1.55E-03,1.72E-03,1.43E-03,1.52E-03,1.16E-03,7.39E-04,7.10E-04,3.67E-04,4.42E-04,1.28E-03,1.47E-03,1.28E-03,9.82E-04,1.15E-03,7.28E-04,7.18E-04,1.24E-03
P69853,Twin-arginine leader-binding protein dmsD OS=Escherichia coli (strain K12) GN=dmsD PE=1 SV=2,dmsD,2,85.55,23311.73668,2,5.78E-03,6.31E-03,5.03E-03,3.15E-03,2.63E-03,3.51E-03,3.08E-03,2.82E-03,2.15E-03,1.85E-03,1.58E-03,6.73E-04,1.30E-03,1.71E-03,5.00E-03,1.20E-03,1.16E-03,1.60E-03,1.16E-03,6.20E-04,5.61E-04,2.88E-03
P0A8J2,Primosomal protein 1 OS=Escherichia coli (strain K12) GN=dnaT PE=1 SV=2,dnaT,2,80.74,19425.00867,2,1.78E-03,4.51E-03,2.84E-03,1.21E-03,1.25E-03,1.35E-03,1.20E-03,1.20E-03,9.68E-04,8.72E-04,3.71E-04,1.98E-04,7.82E-04,4.07E-04,1.75E-03,3.35E-03,1.73E-03,3.05E-03,2.26E-03,1.85E-03,2.00E-03,2.68E-03
P37661,Phosphoethanolamine transferase eptB OS=Escherichia coli (strain K12) GN=eptB PE=1 SV=3,eptB,2,88.37,63745.52059,2,9.04E-05,2.68E-04,2.24E-04,3.45E-04,1.05E-03,5.97E-04,6.68E-04,1.43E-03,3.72E-04,5.72E-04,6.02E-04,7.60E-04,4.01E-04,1.05E-04,2.03E-04,1.58E-04,2.70E-04,3.30E-04,1.17E-03,7.77E-04,4.89E-04,3.30E-04
P77712,Long-chain acyl-CoA thioesterase tesC OS=Escherichia coli (strain K12) GN=tesC PE=1 SV=1,fadM,2,81.7,15060.84544,2,3.16E-04,3.91E-04,2.95E-04,3.25E-03,3.02E-03,1.58E-03,1.74E-03,1.35E-03,1.98E-03,2.77E-03,3.10E-03,2.86E-03,1.13E-03,8.01E-04,9.61E-04,8.69E-04,3.20E-04,3.21E-04,1.77E-03,2.60E-03,2.02E-03,5.75E-04
P25746,High frequency lysogenization protein hflD OS=Escherichia coli (strain K12) GN=hflD PE=1 SV=1,hflD,2,137.05,22915.1599,2,6.28E-03,1.04E-02,8.30E-03,3.94E-03,5.49E-03,7.71E-03,6.26E-03,5.47E-03,6.47E-03,5.69E-03,4.95E-03,4.36E-03,2.14E-03,2.19E-03,2.07E-03,5.36E-03,2.51E-03,5.44E-03,6.01E-03,4.66E-03,5.22E-03,5.74E-03
P76341,5-hydroxyisourate hydrolase OS=Escherichia coli (strain K12) GN=hiuH PE=1 SV=1,hiuH,2,65.48,15432.0562,2,9.72E-03,1.39E-03,1.14E-03,7.41E-03,1.14E-02,1.99E-03,1.14E-02,3.98E-03,3.43E-03,4.34E-03,3.66E-03,1.81E-03,3.07E-03,2.74E-03,2.40E-03,8.21E-03,4.77E-03,3.38E-03,1.40E-02,1.14E-02,5.56E-03,1.03E-02
P10423,Alkaline phosphatase isozyme conversion protein OS=Escherichia coli (strain K12) GN=iap PE=3 SV=1,iap,2,67.76,37878.3501,1,9.68E-04,6.17E-05,NA,8.19E-05,9.21E-06,1.46E-04,8.92E-06,4.13E-05,2.16E-04,2.01E-04,7.42E-06,1.60E-05,2.44E-04,1.74E-08,3.10E-05,6.92E-05,3.13E-04,NA,NA,7.79E-05,1.38E-04,NA
P0A754,Glutathione-regulated potassium-efflux system ancillary protein kefF OS=Escherichia coli (strain K12) GN=kefF PE=1 SV=1,kefF,2,116.08,20139.01031,1,1.52E-03,1.08E-03,NA,7.17E-04,2.05E-04,8.61E-04,1.11E-03,3.56E-04,7.12E-04,4.67E-04,4.78E-04,2.00E-04,5.06E-05,2.00E-05,4.54E-04,3.33E-04,2.54E-04,NA,NA,5.14E-04,1.06E-03,NA
P37339,L-2-hydroxyglutarate oxidase LhgO OS=Escherichia coli (strain K12) GN=lhgO PE=1 SV=3,lhgO,2,133.96,46034.50872,2,7.51E-04,1.36E-03,1.67E-03,1.00E-03,9.43E-04,1.22E-03,9.04E-04,1.24E-03,1.22E-03,1.10E-03,6.16E-04,8.11E-04,4.82E-04,3.36E-04,8.61E-04,6.03E-04,3.75E-04,6.00E-04,9.31E-04,6.58E-04,5.75E-04,7.32E-04
P77791,Maltose O-acetyltransferase OS=Escherichia coli (strain K12) GN=maa PE=1 SV=3,maa,2,185.09,20065.24705,2,2.26E-03,1.70E-02,5.36E-03,2.31E-03,2.52E-03,3.91E-03,2.38E-03,2.14E-03,1.94E-03,2.65E-03,3.19E-03,2.26E-03,6.85E-05,1.35E-04,2.90E-04,8.15E-04,3.37E-04,1.55E-03,3.41E-03,4.17E-03,5.48E-03,2.91E-03
P43671,Paraquat-inducible protein B OS=Escherichia coli (strain K12) GN=pqiB PE=2 SV=2,pqiB,2,46.18,60464.49609,1,1.06E-04,1.11E-04,NA,6.64E-05,7.31E-04,8.26E-04,1.24E-04,8.48E-03,9.72E-04,2.00E-02,1.05E-04,1.62E-04,1.11E-03,2.78E-03,3.16E-04,7.31E-05,1.36E-04,NA,NA,1.99E-04,7.38E-04,NA
P0C0K3,Protein rdoA OS=Escherichia coli (strain K12) GN=rdoA PE=1 SV=1,rdoA,2,60.06,38078.10676,2,3.62E-03,6.82E-03,5.22E-03,1.60E-03,1.86E-03,1.67E-03,2.79E-03,3.15E-03,1.22E-03,6.92E-04,5.70E-04,3.97E-04,5.46E-04,5.88E-04,6.12E-04,2.85E-03,2.18E-03,1.97E-03,2.28E-03,1.75E-03,2.48E-03,3.79E-03
P27240,Lipopolysaccharide core heptose(II) kinase rfaY OS=Escherichia coli (strain K12) GN=rfaY PE=3 SV=2,rfaY,2,32.62,27425.62615,2,1.94E-04,8.07E-04,8.65E-04,1.24E-04,1.48E-04,2.59E-04,3.02E-04,2.83E-04,2.80E-04,1.78E-04,2.13E-04,2.06E-04,3.60E-04,3.59E-04,1.09E-03,6.16E-04,2.58E-04,2.93E-04,2.11E-04,2.88E-04,1.64E-04,3.35E-04
P75782,Ribosomal RNA large subunit methyltransferase F OS=Escherichia coli (strain K12) GN=rlmF PE=1 SV=2,rlmF,2,77.17,34186.48259,2,1.28E-03,2.47E-03,7.23E-04,4.94E-04,1.31E-03,1.18E-03,1.63E-03,1.02E-03,1.48E-03,7.85E-04,9.09E-04,7.78E-04,9.53E-04,4.47E-04,6.61E-04,7.52E-04,7.85E-04,1.07E-03,3.04E-04,1.03E-03,7.59E-04,6.25E-04
P0AFR0,NTE family protein rssA OS=Escherichia coli (strain K12) GN=rssA PE=1 SV=2,rssA,2,49.82,33028.14004,1,4.58E-03,6.28E-04,NA,2.53E-03,0.00E+00,7.61E-04,1.44E-04,1.68E-03,5.07E-04,3.07E-04,3.43E-05,2.73E-04,2.99E-05,8.72E-06,1.96E-04,1.79E-04,8.42E-04,NA,NA,2.76E-04,4.64E-04,NA
P33667,tRNA 2-selenouridine synthase OS=Escherichia coli (strain K12) GN=selU PE=1 SV=2,selU,2,112.71,41066.7926,1,7.62E-04,6.98E-04,NA,4.92E-05,4.01E-04,1.01E-04,1.91E-03,8.60E-04,3.20E-05,3.36E-04,2.22E-05,5.74E-06,9.01E-05,4.80E-05,2.23E-04,1.80E-04,1.68E-04,NA,NA,3.90E-05,4.86E-04,NA
P77368,UPF0098 protein ybcL OS=Escherichia coli (strain K12) GN=ybcL PE=1 SV=1,ybcL,2,142.76,19445.74199,1,3.15E-04,2.00E-04,NA,1.04E-03,1.29E-03,6.34E-04,5.20E-04,5.64E-04,8.66E-04,1.28E-03,1.60E-03,2.12E-03,4.64E-03,2.45E-03,1.03E-04,2.72E-04,7.38E-05,NA,NA,1.43E-03,1.29E-03,NA
P0A8Z3,Acyl-CoA thioester hydrolase YbgC OS=Escherichia coli (strain K12) GN=ybgC PE=1 SV=1,ybgC,2,228.65,15533.91918,1,4.98E-03,6.24E-03,NA,1.57E-03,3.47E-03,3.99E-03,2.55E-03,1.57E-03,2.32E-03,2.41E-03,1.53E-03,1.17E-03,7.53E-04,1.07E-03,2.91E-03,4.37E-03,4.24E-03,NA,NA,1.62E-03,2.63E-03,NA
P75785,Putative phosphoethanolamine transferase ybiP OS=Escherichia coli (strain K12) GN=ybiP PE=1 SV=1,ybiP,2,71.59,59650.54813,1,3.26E-05,4.42E-06,NA,2.32E-06,1.23E-05,2.09E-05,8.12E-06,1.49E-05,2.62E-05,2.18E-04,1.20E-05,5.45E-05,3.05E-04,1.29E-05,7.13E-06,7.15E-05,6.13E-05,NA,NA,1.04E-05,4.57E-06,NA
P37757,Uncharacterized isomerase yddE OS=Escherichia coli (strain K12) GN=yddE PE=1 SV=2,yddE,2,89.93,32280.54451,2,6.81E-03,5.26E-03,4.21E-03,3.37E-03,4.94E-03,5.61E-03,6.31E-03,4.78E-03,3.71E-03,3.88E-03,3.58E-03,3.53E-03,2.79E-03,2.97E-03,8.22E-03,3.76E-03,5.67E-03,7.84E-03,5.14E-03,4.57E-03,4.57E-03,4.00E-03
P76121,Uncharacterized protein yddH OS=Escherichia coli (strain K12) GN=yddH PE=3 SV=2,yddH,2,127.2,20935.58134,2,3.38E-04,1.08E-04,1.85E-04,8.04E-04,5.67E-05,1.76E-04,5.08E-05,3.96E-05,3.78E-04,3.02E-04,8.32E-04,1.07E-03,2.11E-07,1.98E-05,7.41E-05,1.35E-04,4.86E-05,3.68E-07,7.15E-05,2.64E-05,9.22E-06,1.12E-06
P76234,Uncharacterized protein yeaE OS=Escherichia coli (strain K12) GN=yeaE PE=4 SV=1,yeaE,2,82.78,30948.75855,1,1.53E-03,2.23E-03,NA,1.83E-03,1.40E-03,1.89E-03,1.38E-03,1.23E-03,1.77E-03,1.66E-03,1.29E-03,1.47E-03,2.27E-04,2.07E-04,1.99E-03,1.45E-03,1.59E-03,NA,NA,1.19E-03,1.81E-03,NA
P76539,Acetyltransferase YpeA OS=Escherichia coli (strain K12) GN=ypeA PE=3 SV=2,ypeA,2,113.78,16283.10396,2,2.21E-03,4.83E-03,1.59E-03,1.60E-03,2.77E-03,2.29E-03,1.75E-03,1.87E-03,1.72E-03,1.79E-03,1.80E-03,1.53E-03,1.06E-03,1.20E-03,2.79E-03,1.89E-03,2.83E-03,3.21E-03,1.76E-03,1.13E-03,1.53E-03,1.93E-03
P0ADW8,Uncharacterized protein yheV OS=Escherichia coli (strain K12) GN=yheV PE=4 SV=1,yheV,2,172.29,7575.64462,1,5.72E-03,4.05E-03,NA,2.77E-03,6.88E-03,5.56E-03,3.61E-03,3.90E-04,3.82E-03,1.37E-03,7.48E-04,2.69E-03,1.56E-03,2.06E-04,7.86E-03,5.38E-03,8.21E-03,NA,NA,2.89E-03,3.92E-03,NA
P39353,Uncharacterized oxidoreductase yjhC OS=Escherichia coli (strain K12) GN=yjhC PE=3 SV=2,yjhC,2,97.51,41339.58738,1,6.57E-04,1.06E-02,NA,1.30E-03,1.89E-03,1.56E-03,1.25E-03,1.72E-03,1.70E-03,4.13E-04,1.21E-03,1.71E-03,8.61E-06,6.29E-06,7.79E-04,5.42E-04,9.94E-04,NA,NA,8.96E-04,1.58E-03,NA
P75713,Uncharacterized protein ylbA OS=Escherichia coli (strain K12) GN=ylbA PE=1 SV=1,ylbA,2,93.91,28694.14792,2,1.20E-03,2.08E-03,1.28E-03,2.43E-03,2.34E-03,1.08E-03,1.23E-03,2.08E-03,3.09E-03,3.50E-03,3.88E-03,5.24E-03,4.15E-04,5.14E-04,3.94E-04,4.09E-04,9.67E-04,6.08E-04,6.11E-04,1.35E-03,2.04E-03,1.40E-03
P0AA57,Protein YobA OS=Escherichia coli (strain K12) GN=yobA PE=1 SV=1,yobA,2,41.7,13383.99032,2,4.00E-03,2.36E-03,5.64E-04,2.66E-03,1.29E-03,6.71E-04,1.74E-03,2.50E-03,9.89E-04,7.62E-04,4.81E-04,4.73E-04,2.55E-04,9.08E-04,3.66E-03,2.99E-03,3.99E-03,2.15E-03,1.93E-03,8.53E-04,9.39E-04,3.33E-03
P77279,Uncharacterized ABC transporter ATP-binding protein YbbL OS=Escherichia coli (strain K12) GN=ybbL PE=1 SV=1,fetA,2,121.29,25348.13345,2,2.95E-03,6.83E-03,4.14E-03,2.14E-03,2.04E-03,1.85E-03,1.55E-03,1.64E-03,2.01E-03,1.41E-03,1.20E-03,1.12E-03,5.94E-04,6.94E-04,2.49E-03,1.43E-03,2.10E-03,1.91E-03,1.53E-03,1.03E-03,1.41E-03,1.35E-03
P64612,Uncharacterized protein YhcM OS=Escherichia coli (strain K12) GN=yhcM PE=1 SV=1,zapE,2,58.27,43018.03749,2,2.29E-03,2.23E-03,2.48E-03,1.24E-03,1.60E-03,2.39E-03,2.01E-03,1.99E-03,3.14E-03,2.24E-03,2.09E-03,1.40E-03,7.37E-04,5.76E-04,1.22E-03,2.21E-03,1.42E-03,1.18E-03,2.02E-03,1.14E-03,2.20E-03,3.12E-03
P0A8Y8,Esterase YbdB OS=Escherichia coli (strain K12) GN=ybdB PE=1 SV=1,entH,2,163.4,14942.35231,2,4.36E-04,1.76E-04,3.16E-04,1.82E-04,5.08E-04,3.43E-04,3.44E-04,6.30E-04,4.34E-04,2.49E-04,2.04E-04,2.04E-04,7.66E-04,6.23E-04,1.24E-02,9.55E-04,2.27E-03,1.78E-03,3.63E-04,3.45E-04,7.38E-04,1.04E-03
P77608,2-keto-4-pentenoate hydratase OS=Escherichia coli (strain K12) GN=mhpD PE=1 SV=2,mhpD,2,114.79,28853.7562,1,3.48E-04,6.13E-04,NA,1.63E-04,1.17E-03,4.94E-04,9.86E-05,1.86E-04,2.22E-04,1.57E-02,9.50E-05,6.56E-04,8.22E-05,1.67E-04,4.32E-05,2.71E-04,2.42E-05,NA,NA,2.58E-04,2.59E-04,NA
P0A9T8,Uncharacterized ABC transporter ATP-binding protein YbbA OS=Escherichia coli (strain K12) GN=ybbA PE=3 SV=1,ybbA,2,146.93,24499.8241,2,1.21E-03,1.82E-03,1.98E-03,1.26E-03,1.41E-03,8.45E-04,1.82E-03,2.12E-03,6.62E-04,8.46E-04,8.95E-04,6.54E-04,1.87E-04,4.41E-04,1.06E-03,1.48E-03,7.24E-04,1.38E-03,1.51E-03,1.27E-03,1.13E-03,1.67E-03
P0ABF4,Ethanolamine utilization protein EutM OS=Escherichia coli (strain K12) GN=eutM PE=1 SV=1,eutM,2,166.04,9841.19138,2,2.24E-04,1.04E-03,2.98E-04,3.00E-04,6.17E-04,4.26E-04,2.72E-04,3.46E-04,5.42E-04,1.01E-03,1.37E-03,2.08E-03,5.58E-05,3.24E-05,1.10E-04,4.87E-04,6.72E-05,2.86E-05,1.86E-04,1.33E-05,2.41E-04,4.99E-05
P37327,Inner membrane protein yfdC OS=Escherichia coli (strain K12) GN=yfdC PE=1 SV=1,yfdC,2,82.78,34462.77374,2,6.72E-04,1.64E-03,2.08E-03,9.05E-04,1.12E-03,1.57E-03,1.38E-03,4.27E-04,1.76E-03,2.50E-03,2.47E-03,2.94E-03,4.82E-04,1.13E-03,7.02E-04,8.69E-04,1.24E-03,6.39E-04,1.43E-03,8.84E-04,4.82E-04,8.38E-04
P69488,Divalent-cation tolerance protein CutA OS=Escherichia coli (strain K12) GN=cutA PE=1 SV=1,cutA,2,102.68,12305.21781,2,2.41E-04,4.15E-04,9.67E-04,1.26E-03,1.20E-03,6.70E-04,1.22E-03,1.13E-03,1.77E-03,1.82E-03,2.68E-03,2.31E-03,6.19E-04,4.50E-04,2.47E-03,5.55E-04,1.74E-03,4.23E-04,1.71E-04,1.48E-03,7.69E-04,3.66E-04
P33650,Ferrous iron transport protein B OS=Escherichia coli (strain K12) GN=feoB PE=1 SV=1,feoB,2,151.09,84400.82244,2,1.19E-03,1.75E-03,3.25E-04,9.37E-04,1.96E-03,4.50E-03,2.87E-03,2.21E-03,2.38E-03,1.43E-03,8.16E-04,5.57E-04,3.82E-04,4.24E-04,3.28E-03,6.55E-03,2.94E-03,3.71E-03,2.77E-03,6.93E-04,2.77E-03,4.28E-03
P13039,Enterochelin esterase OS=Escherichia coli (strain K12) GN=fes PE=1 SV=1,fes,2,109.33,42524.57524,2,3.54E-04,1.30E-04,1.14E-04,1.41E-04,1.15E-04,8.39E-05,1.30E-04,1.23E-04,4.56E-05,2.95E-05,3.34E-05,2.90E-05,1.16E-04,8.94E-05,4.90E-03,2.76E-04,9.42E-04,3.26E-03,1.39E-04,1.57E-04,2.55E-04,2.22E-04
P0AC23,Probable formate transporter 1 OS=Escherichia coli (strain K12) GN=focA PE=1 SV=1,focA,2,112.55,30951.9479,2,1.34E-03,2.34E-03,2.08E-03,1.95E-03,1.96E-03,1.82E-03,1.77E-03,1.97E-03,2.67E-03,3.37E-03,3.49E-03,3.37E-03,1.15E-03,8.38E-04,1.45E-03,1.56E-03,1.87E-03,1.24E-03,2.86E-03,2.27E-03,2.21E-03,1.74E-03
P0AFJ1,Protein phnA OS=Escherichia coli (strain K12) GN=phnA PE=4 SV=1,phnA,2,103.14,12318.96123,2,1.85E-03,1.05E-02,3.96E-03,1.80E-03,2.93E-03,2.34E-03,2.74E-03,2.34E-03,2.48E-03,2.83E-03,2.95E-03,2.98E-03,2.86E-03,3.21E-03,4.28E-03,3.96E-03,2.51E-03,2.38E-03,1.10E-03,2.23E-03,2.10E-03,1.99E-03
P37028,Vitamin B12-binding protein OS=Escherichia coli (strain K12) GN=btuF PE=1 SV=2,btuF,2,189.51,29330.50774,1,1.03E-03,1.21E-03,NA,3.11E-04,6.20E-04,7.95E-04,1.03E-03,5.29E-04,4.74E-04,2.20E-05,8.71E-05,2.36E-04,3.51E-04,1.86E-04,7.33E-04,6.28E-04,5.12E-04,NA,NA,3.35E-04,4.47E-04,NA
P27838,Protein CyaY OS=Escherichia coli (strain K12) GN=cyaY PE=1 SV=1,cyaY,2,107.66,12205.80259,2,4.01E-03,3.61E-03,2.45E-03,2.07E-03,1.87E-03,2.12E-03,1.94E-03,2.10E-03,2.09E-03,1.49E-03,8.99E-04,1.02E-03,3.47E-04,9.74E-04,2.87E-03,1.64E-03,2.13E-03,1.56E-03,2.28E-03,9.14E-04,1.63E-03,2.91E-03
P0AEB0,Sulfate transport system permease protein CysW OS=Escherichia coli (strain K12) GN=cysW PE=1 SV=1,cysW,2,132.75,32498.35892,2,2.12E-03,4.72E-04,1.04E-03,1.43E-03,2.41E-03,1.85E-03,2.26E-03,2.41E-03,2.93E-03,1.74E-03,1.12E-03,4.90E-04,4.39E-05,1.98E-04,4.32E-04,3.22E-03,1.61E-03,2.08E-03,1.62E-03,1.14E-03,2.54E-03,3.81E-03
P0A9A2,Ferritin-like protein 2 OS=Escherichia coli (strain K12) GN=ftnB PE=3 SV=1,ftnB,2,55.48,18864.3173,1,5.99E-05,1.18E-04,NA,2.01E-05,1.44E-05,4.71E-05,9.70E-07,4.67E-05,2.47E-05,3.43E-03,9.19E-05,1.10E-05,4.12E-06,3.38E-06,1.13E-05,2.27E-05,1.02E-04,NA,NA,7.93E-06,5.54E-05,NA
